name
Акушерство и гинекология
Ангиология
Анестезиология и интензивно лечение
Вътрешни болести
Общопрактикуващ лекар*
Гастроентерология

Гръдна хирургия
Детска гастроентерология
Детска ендокринология и болести на обмяната
Детска кардиология
Детска клинична хематология и онкология
Детска неврология
Детска нефрология и хемодиализа
Детска пневмология и фтизиатрия
Детска психиатрия
Детска ревматология
Детска хирургия
Ендокринология и болести на обмяната
Инфекциозни болести
Кардиология
Кардиохирургия
Клинична алергология
Вирусология
Клинична имунология
Клинична лаборатория
Микробиология
Клинична токсикология

Клинична хематология
Кожни и венерически болести
Лицево-челюстна хирургия
Лъчелечение
Медицинска генетика
Медицинска онкология
Медицинска паразитология
Неврохирургия
Неонатология
Нервни болести
Нефрология
Нуклеарна медицина
Образна диагностика
Обща и клинична патология
Общопрактикуващ лекар
Ортопедия и травматология
Очни болести
Педиатрия
Общопрактикуващ лекар*
Пластично-възстановителна и естетична хирургия
Пневмология и фтизиатрия
Професионални болести
Психиатрия
Ревматология
Общопрактикуващ лекар



Съдова хирургия
Трансфузионна хематология
Урология
Ушно-носно-гърлени болести
Физикална и рехабилитационна медицина
Хирургия














Хранене и диететика










Клинична алергология и педиатрия



Детска дентална медицина

Общопрактикуващ лекар по дентална медицина

Орална хирургия











"Дентална, орална и лицево-челюстна хирургия"





























































Общопрактикуващ лекар
